var-1,var-2,var-3,var-4,var-5,Common,English Translated
khon,khoon,khun,,,khoon,Blood
naraz,nrz,,,,naraz,Angry
tha,thaa,,,,tha,Was
daira,dairah,daera,daerah,,daira,Circle
chahy ,chaahy,chahey,chahay,chahy,chahy ,Whether
raqs,rugs,,,,raqs,Dance
ghomte,ghomti,ghoomte,ghoomti,ghumti,ghomti,Roaming
naghmon,Nagmo,nagimo,,,naghmon,Melodies
Kamao,,,,,Kamao,Earn
shahzadah,shahzada,Shehzada,,,shahzadah,Prince
peety,pety,,,,pety,Stomach
pahochney,pahonchney,pohochinay,pohichny,,pahochney,Reaching
tashkhus,tashakus,,,,tashkhus,Distinction
Rukn,rukun,Rukon,,,rukun,Pillar
banaa,bana,bna, ,,bana,Made
choohay,chuhy,chuhey,chuhay,choohy,choohy,Rats
farmae,farmahy,Farmai,farmain,frmaen,Farmai,Command
zehreeli,zehrile,zahreele,zahrele,zahrili,zehreeli,Poisonous
kahlien,kahlian,,,,kahlien,Columns
qeemti,qemti,keemti,,,qemti,Valuable
siasatdan,siyastdan,siyastdaan,siasatdaan,siyasatdan,siasatdan,Politician
rishwat,Riswaat,,,,rishwat,Bribe
tazkiron,tazkaron,tazkaro,,,tazkaron,Memories
bakhobi,bakhubi,bakhube,,,bakhobi,Skillfully
jagpati,jaagpaati,jaagpati,,,jagpati,Vigilant
adain,Adayeeeeiinnnn,adday,adyan,,adain,Habits
jawabi,jawabe,,,,jawabi,Responsive
lagwaya,,,,,lagwaya,Made to attach
saraparasti,saraparaste,,,,saraparasti,Idolatry
gairey,gaery,gairay,,,gairay,Others
bannane,banany,bananey,bananay,banayein,banany,Making
dehatiyon,dihatiyon,,,,dehatiyon,Rural
hichkichahat,hichkichahet,hechkichahat,,,hichkichahat,Hesitation
Raja,rja,raaja,rajaa,,Raja,King
thanda,thunda,,,,thanda,Cold
dhajjiyan,dhachiyan,dhachiya,dhajiyan,,dhajiyan,Dust
Zarae,zaraey,Zarai,,,Zarae,Means
pait,pet,,,,pait,Stomach
ata,ataa,atta,attaa,,ata,Flour
bohoat,boht,bht,bohot,bahhot,bohot,Much
Raana,rana,ranna,,,rana,Leader
Hawaye,haway,,,,Hawaye,Winds
mashrobat,mashroobat,mashrobaat,,,mashrobat,Drinks
hamrah,humrah,hamraah,humraah,hmraah,hamrah,Along with
chipkaana,chipkana,chpkana,,,chipkana,Stick
lillah,lilah,,,,lillah,For the sake of Allah
Shahzadi,shahzade,shehzade,Shehzadi,,Shahzadi,Princess
tafseer,tafser,,,,tafseer,Explanation
Pankhaa,pankha,punkha,,,pankha,Fan
zakahm,zakham,zakhm,,,zakahm,Wound
lagwai,lagwaye,lagwae,,,lagwai,Got attached
baqarar,bekarar,baikarar,bekaar,,bekarar,Restless
Sobedar,sobedaar,,,,Sobedar,Subordinate
likhwaney,lkhwany,likhwany,likhwny,,lkhwany,To create unrest
deen,,,,,deen,Religion
rutba,rutiba,,,,rutba,Rank
aelania,ailania,aelinia,,,ailania,Family-related
Safai,safae,,,,Safai,Cleanliness
Dhaka,dheka,dhka,dhkaa,,Dhaka,Dust
Chimgadar,chimgader,chimgadr,chmgader,,Chimgadar,Bat (the animal)
andazah,andza,,,,andza,Scale
Halal,halaal,hlal,Hilal,,Halal,Permissible
Chaltay,chlty,chalty,chaltey,chalte,Chaltay,Walking
sudhar,,,,,sudhar,Improvement
kafan,kafen,qafan,,,kafan,Shroud
Bangla,bungla,bngla,,,Bangla,Bangla (a language)
jawabdah,jawbdah,,,,jawabdah,Responsible
panga,punga,pungha,pangha,,panga,Trouble
chupp,chup,,,,chup,Quiet
zabar,zabbar,,,,zabar,Forcefully
Jawano,jawanon,javano,,,Jawano,Youth
jinho,jinhon,jinhoon,jinhun,,jinho,Those who
drao,darao,derao,daraao,deraao,darao,Scare
tukay,tukkay,tukky,,,tukkay,Pieces
karrawaio,Karrewaio,kaarwao,karwaeo,karrawoun,karrawaio,To make do
Nirali,nirale,,,,nirale,Unique
makan,Makaan,makkhan,maqan,,makan,House
hil,hill,,,,hil,Shake
undekhi,andakhi,undaikhe,,,undekhi,Unseen
Dharna,dherna,dhrna,dhernaa,dharnaa,Dharna,Protest
karwanay,krwany,karwany,karwnay,kerwanay,karwany,Making someone do
nafay,nufay,nafy,,,nafay,Benefits
adakara,adakaran,,,,adakara,Actress
markazi,markazii,markaze,,,markazi,Central
soye,,,,,soye,Sleeping
ikhtalaf,ikhtelaaf,ikhtelaf,ikhtilaaf,ikhtilauf,ikhtalaf,Difference
hajatmando,hajatmandon,hajtmndon,hajtmandon,,hajatmando,Needy
piyaron,,,,,piyaron,Loved ones
larhaka,lurhaka,,,,larhaka,Fighter
uthi,,,,,uthi,Rose
teesre,teesri,tesri,tesre,tesree,teesre,Third
jagne,jagni,jaagni,jaagne,,jagni,Waking up
tawanai,tawanae,,,,tawanai,Power
namonay,namoney,namony,namoonay,namoony,namonay,Famous
wafadari,wafadare,wafaadari,wafaadare,,wafadari,Loyalty
Garmi,garme,gharme,gharmi,,Garmi,Heat
baduaen,badduain,baduain,,,badduain,Prayers
tafreehain,tafrehan,tafreehy,tafrihain,,tafreehain,Entertainment
Rafeeq,Rafiq,,,,Rafeeq,Companion
grift,greft,,,,grift,Captured
hazraat,huzraat,,,,hazraat,Gentlemen
humay,hamay,,,,hamay,Us
paa,pa,,,,pa,On
naseb,naseeb,nseeb,nasib,,naseeb,Destiny
tankha,tankhawa,tankhuwa,,,tankha,Salary
bager,bagair,bigair,Baghair,bugher,bigair,Without
kratay,kraty,karaty,,,kratay,Keep
janchne,janchni,jaanchne,jaanchni,,janchni,Checking
sekhane,,,,,sekhane,To teach
tooti,toti,toote,tuti,tute,tooti,Broken
kamaon,kamaoun,,,,kamaoun,Will earn
kardete,kardeti,karditi,krdete,,kardeti,Makes
ma,Maa,maaa,,,ma,But
Gul,Gull,,,,Gul,Flower
wadere,waderi,wadire,,,waderi,Feudalism
namak,namk,,,,namak,Salt
khobsorat,khobsurat,khoobsorat,khoobsurat,khubsoorat,khobsorat,Beautiful
Hathapai,haathapae,hathapae,hathapie,haathapie,Hathapai,Clapping
Pathri,patheri,Pattheri,,,Pathri,Stone
jamaat,jamat,,,,jamat,Crowd
rakhyiga,rakheaga,rakhiga,,,rakhyiga,Will keep
pely,peelay,,,,peelay,Yellow
letkey,letky,,,,letkey,Locked
amanatan,amanatain,,,,amanatain,Trusts
Lagadi,lagade,lagaade,,,Lagadi,Attached
Lejaenge,lejainge,lejaingi,lejaengi,,lejainge,Will take
haar,harr,,,,haar,Defeat
phaly,pahilay,pahly,phly,,phaly,First
Nainu,naino,,,,naino,Eyes
hamain,hamein,humain,hmay,Humein,hamain,Us
halchal,hulchul,hulchal,,,halchal,Commotion
karwaega,krwaega,karwayga,karwaiga,krwayga,karwaega,Will do
phirta,,,,,phirta,Wandering
acha,axha,achha,a6a,a6ha,acha,Good
iftetahi,iftitahi,ifterahe,iftitahe,ifteraahe,iftitahi,Initial
tejarati,tijarti,tijarate,tejarate,,tijarti,Commercial
urdo,Urdu,,,,Urdu,Urdu (a language)
Parcham,purcham,,,,Parcham,Flag
bakhabar,bakhaber,bakhber,,,bakhabar,Informed
jhooti,Jhoti,jhuti,jhote,jhouti,Jhoti,Lie
shrarat,,,,,shrarat,Mischief
sach,sch,such,,,sach,Truth
nikaljaonga,,,,,nikaljaonga,Will come out
ghussey,gusay,gussay,,,gusay,Anger
safon,safoun,safonn,,,safon,Lines
Latify,lateefy,latefy,,,Latify,Poetry
imtahan,Imtehaan,imtehan,imtihan,,Imtehaan,Exam
Aaina,aaena,aiena,Aaiyna,,aaina,Mirror
humahangi,hamahange,hamaahangi,hamaahange,hamahngi,humahangi,Similarity
kursiya,kursiyan,kurssiyan,kursyan,,kursiya,Chairs
kardya,kardeya,Kardia,kardiya,krdia,kardeya,Done
karwaya,karwayaa,kerwaya,krwaya,,karwaya,Made to do
Sambhalay,sambhaaly,sambhaly,sambhalen,sanbhalein,Sambhalay,Handle
Qatron,katron,,,,Qatron,Drops
wada,wadah,waada,,,wada,Promise
sameta,,,,,sameta,Included
uljhano,oljhano,,,,uljhano,Confusion
chahta,chahtaa,chahata,,,chahta,Wants
masalay,masly,maslay,masle,masley,masly,Issues
jhanjhora,jhanjhura,,,,jhanjhora,Quarrel
Chambeli,chambaile,chumbelii,chambyli,,Chambeli,Jasmine
lagta,lagita,lagtha,lgta,,lagta,Seems
jantay,jantey,janty,janatain,jnty,jantay,Knowing
Wazirabad,wazeerabad,wazerabad,,,Wazirabad,A place name
daikho,dakho,dekho,deikho,,dekho,Look
kitabon,kitaboun,,,,kitabon,Books
datkar,detkr,datker,dtkr,detker,datkar,Fearlessly
daal,dal,,,,daal,Pulse (lentils)
Rasulullah,rasoolullah,,,,Rasulullah,Prophet Muhammad (peace be upon him)
Maqbooza,,,,,Maqbooza,Occupied
saltanat,sultanat,saltanut,,,saltanat,Kingdom
guly,gilay,gelay,,,gilay,Complaints
gana,gaana,ganaa,,,gana,Song
le,lee,li,,,li,Took
Toufeq,tofeeque,tofeeq,tofeq,tofeque,Toufeq,Success
nachte,nachti,nachite,,,nachti,Dancing
ram,raam,,,,raam,Lord Rama
kijye,kijeay,kijeye,kijiye,kijuye,kijeay,Do
hoshiyaar,hoshiyar,hoshyar,hushyaar,hoshyr,hoshiyar,Alert
ganda,gandaa,gnda,,,ganda,Dirty
Jamal,jamaal,,,,jamaal,Beauty
takrain,takraain,,,,takrain,Collide
Akhiyan,akhyan,,,,Akhiyan,Eyes
ghuzray,ghuzrey,guzray,guzrey,guzry,guzray,Passed
Sabzi,sabzzi,,,,Sabzi,Vegetables
shohar,Shoher,Shoar,,,shohar,Husband
dawa,dava,,,,dawa,Medicine
aelaan,aelan,ailan,alan,allan,ailan,Announcement
krka,karka,,,,karka,Doing
chehra,chehraa,chaihra,chahra,,chahra,Face
phans,phns,phas,,,phans,Trap
Rupay,Rupy,rupe,rupey,ruppey,Rupay,Currency (Rupees)
Namazein,nimazain,manazian,,,Namazein,Prayers
jamia,Jamiya,,,,Jamiya,University
tareeqa,tareka,tareqa,tareeka,treeka,tareka,Method
napaki,napake,,,,napake,Unclean
aalim,,,,,aalim,Scholar
laut,lout,,,,lout,Return
hans,has,hns,huns,hus,hans,Laugh
roze,rozi,rozzi,,,rozi,Livelihood
gehray,gahray,,,,gehray,Deep
isay,esay,,,,isay,This
neendain,nindain,nendain,neenden,nenden,neendain,Sleeps
sayahat,siyahat,,,,siyahat,Travel
Narial,narail,nareel,,,Narial,Coconut
aaalu,aloo,alu,aalu,,aalu,Potato
khudkash,Khudkush,,,,khudkash,Suicide
Kharish,kharsh,khaarsh,khaarish,kharesh,Kharish,Itching
Darood,darod,darud,darrud,,Darood,Salutations
jahad,jehd,jehaad,jehad,jihad,jehaad,Struggle
Chahat,chaahat,chahet,,,Chahat,Desire
vazu,wazu,wazoo,,,wazu,Ablution
jaberana,jabirana,jaabirana,,,jabirana,Generously
maqboliyat,maqbolyat,maqbooliyat,maqbulyat,,maqboliyat,Acceptance
halkan,halkoun,halkon,halqon,halqoon,halkan,Slightly
rotha,rutha,,,,rotha,Angry
Fauj,fouj,foaj,Foj,,Fauj,Army
salay,saalay,saly,,,salay,Friends
bajana,bajanaa,bjana,,,bajana,To play (an instrument)
seerhi,serehi,,,,seerhi,Stairs
jaladi,jalade,jalaadi,,,jaladi,Quickly
bandhwaney,bndwany,bhandwany,bhandwaney,,bhandwany,Cooking
ensy,insy,inse,,,ensy,Inches
khamioon,khaamiyoun,khamiyoun,khamyo,khamiyon,khamioon,Blunders
poore,poori,pore,pori,pure,pore,Complete
tawazun,,,,,tawazun,Balance
ittefaqia,ittefaqiya,itefaqyan,itefaqyen,,ittefaqiya,Coincidental
badkirdar,badkirdaar,badkerdar,,,badkirdar,Mischievous
nehayat,nihayat,nihayet,,,nihayat,Extreme
faraiyz,faraiz,faraez,,,faraiz,Duties
sataya,Satya,,,,sataya,Harassed
tabiyat,tabyat,tabeat,,,tabiyat,Nature/Disposition
Suar,soar,sooar,,,soar,Pain
sohbat,suhbat,,,,sohbat,Company/Conversation
basta,busta,basita,,,basta,Bag
tawaja,tawajah,tawajja,Tawajjah,,tawaja,Attention
rickshaw,Rikshaw,rikshw,,,rickshaw,Rickshaw
maalik,malik,mlik,malk,maliq,malik,Owner
kanp,kaanp,,,,kanp,Trembled
soobai,sobai,subai,,,sobai,Provincial
phata,,,,,phata,Torn
pecheda,pacheda,,,,pecheda,Troubled
Fazul,fazol,fazool,Fizool,fzool,fazool,Useless
aulaad,aulad,oulad,olad,olaad,olad,Offspring
wakt,wkt,waqat,waqit,waqt,waqat,Time
sunao,,,,,sunao,Tell
mamu,maamu,mamo,,,mamu,Uncle (maternal)
Neeli,neli,,,,Neeli,Blue
rehaish,rehaiysh,rehayish,,,rehaish,Residence
jazbaat,jazbat,jazbt,,,jazbaat,Emotions
chaar,char,chaarr,,,char,Four
nikalni,nikaline,,,,nikalni,To come out
banatay,banatey,banaty,,,banaty,Making
Kaisa,kaysa,kesa,keysa,ksa,Kaisa,How
Jaraim,jaraaim,jaraiym,,,Jaraim,Crimes
rakhogi,Rakhungi,,,,rakhogi,Will keep
sedhi,sedi,seedhi,,,sedhi,Straight
Datt,dat,dut,dutt,,dat,Fear
darendon,darindon,derindon,derendon,darendoon,darindon,Beasts
pthaan,pthan,pathan,puthan,,pathan,Pathan (an ethnic group)
parne,parnee,,,,parne,To fall
kardega,kardyga,kerdega,krdyga,,kardyga,Will do
sahabzada,,,,,sahabzada,Prince
Mast,must,musst,,,Mast,Drunk
nibhati,nibhate,nibhatii,,,nibhati,To fulfill
dharakne,dharkny,dherkny,dherkney,dharaknay,dharkny,To feel
chalae,chlae,chalie,,,chalae,To start/move
haari,haare,hare,hari,,haari,Defeated
pilae,pilay,pilaye,,,pilae,Make someone drink
haath,hath,hth,,,haath,Hand
karaamad,kaaramad,karamed,karamd,,karamed,Favor
sochea,Sochiye,sonchea,,,sochea,Thought
kheti,khaite,khaiti,,,khaite,Eat
daikh,dakh,dekh,deikh,,daikh,Look
rakat,rakaat,,,,rakat,Blood clot
saaf,saf,saff,,,saaf,Clear
inkay,inky,enkay,,,inky,These
Banaunga,bnaunga,banaungaa,banaoga,,banaoga,Will make
qanoondaan,qanondar,,,,qanondar,Legal
islie,isliya,isliye,islye,esley,isliye,Therefore
zehreely,zahrelay,zehrelay,zahreely,zhrey,zehreely,Poisonous
badnaseeb,badnaseb,badnasib,,,badnaseeb,Unlucky
patwari,putwari,,,,patwari,Land revenue officer
jazbati,jazbaati,jazbaate,jazbate,,jazbati,Emotional
yani,,,,,yani,Means
aapko,apko,,,,apko,You (informal)
khedmatey,khidmatain,khedmatain,khedmtain,khidmtain,khidmatain,Services
pazeer,pazer,pazir,,,pazer,Ready
andar,ander,,,,ander,Inside
cheekho,chekho,,,,cheekho,Scream
faeedy,faidy,faedy,faiday,,faidy,Benefits
idhar,idher,idhr,idhir,idr,idhar,Here
isteqbaal,Isteqbal,istiqbaat,isteqbl,istakbaal,isteqbaal,Reception
umed,umeed,ummed,umid,,umeed,Hope
taakra,takra,takraa,,,takra,Collision
Sajna,sajina,,,,Sajna,To decorate
Maaray,maarai,,,,Maaray,To beat
taqaruri,taqarure,,,,taqaruri,Conflict
bandhte,bandhti,,,,bandhte,Bind
barsaat,barsat,brsaat,,,barsat,Rain
Itafaq,ittafaq,itafaaq,Ittefaq,etifaq,Itafaq,Coincidence
kerdagi,krdege,kardage,krdegi,kardagi,krdege,Will do
aam,am,amm,aamm,,aam,Common
goliyon,goliyoun,,,,golukar,Smooth
waqton,wakton,waktoun,,,waqton,Timely
payara,piyara,peyara,piyaara,payra,payara,Lovely
khulte,khulti,,,,khulti,Opens
tarufi,tarufe,,,,tarufi,Introduction
jandar,jaandar,jaandr,,,jandar,Beast
ujagar,ojagar,,,,ujagar,Revealed
afzaai,afzai,afzaii,,,afzai,Increase
kirdaron,kiredaron,keraydaaro,keraidaro,keraidaron,kirdaron,Characters
dekhatay,dikhaty,dikhatey,dikhatay,dekhaty,dekhatay,Show
tebsera,tabsira,,,,tebsera,Clearly
yakja,,,,,yakja,Together
dafa,dafaa,daffa,dfa,dafah,dafa,Time/turn
ganja,ganjaa,gunjaa,,,ganja,Bald
masajid,massajid,,,,masajid,Mosques
muddat,mudat,muddet,,,muddat,Duration
rahega,rahiga,rhega,rhiga,,rahega,Will remain
zihn,zehin,zehn,zihan,,zehin,Mind
Zameen,zamen,zamin,,,Zameen,Land
taak,tak,tuk,,,tak,Until
sorakh,surakh,surkh,,,sorakh,Hole
hojane,hojani,hojaane,hojaani,,hojani,To become successful
shuba,shubba,,,,shuba,Doubt
noor,nor,,,,noor,Light
Prem,preem,,,,Prem,Love
satay,,,,,satay,Troubles
daalna,dalna,dalnaa,dalina,,dalna,To put
shoru,shro,shru,,,shru,Beginning
khase,khaase,khasi,khaasi,,khasi,Cough
dharkane,dharkanay,dherkanain,dharkaney,dhrkany,dharkane,Heartbeats
pharegi,,,,,pharegi,Will shine
Gair,gaer,gaeer,Ghair,,Gair,Other
wahayat,wahiyat,wahyat,,,wahiyat,Worthless
Pardes,perdes,,,,Pardes,Abroad
pahchan,pahichan,pechan,pehchan,pehchaan,pahichan,Identity
Wazirati,wizarati,wizariti,wazarite,wazirate,Wazirati,Ministerial
sharer,shareer,,,,sharer,Flesh
rahmat,Rahmet,rahimat,rahmt,Rehmat,rahmat,Mercy
takallufana,takalufana,,,,takallufana,Formal
salahiatein,salahiyatein,salahyatein,salahiyatain,,salahiatein,Qualities
jorha,jourha,,,,jorha,Couple
aag,ag,agg,,,aag,Fire
dastoor,dastur ,,,,dastur ,Tradition
badqismati,badkismati,badqsmati,badkismate,,badqismati,Misfortune
mahnat,,,,,mahnat,Hard work
Khilafwarzi,khilaafwarzi,khilaafwarze,khilafwarze,khlafwrzi,Khilafwarzi,Opposition
dam,dem,,,,dam,Breath
mamla,moamla,momla,malamal,,mamla,Matter/Case
bandage,bandagi,bndagii,bundagi,,bandagi,Worship
wela,waila,,,,wela,Time
Maghfirat,mugfrat,mgfrat,,,Maghfirat,Forgiveness
inamaat,inamat,enamat,,,inamaat,Blessings
Jaat,,,,,Jaat,Castes
gahrayan,gehrayan,gehryan,gahrayn,gehrayn,gahrayan,Depths
toofani,tofani,tufani,,,toofani,Stormy
ladkon,larko,larkion,Larkiyon,larkon,larko,Boys
Gadaria,ghuddaria,gaddaria,,,Gadaria,Shepherd
sarasur,,,,,sarasur,Lively
wajohaat,wajohat,wajuhat,wajuhaat,,wajohat,Reasons
tun,ton,tan,tann,,tan,Body
faza,fiza,,,,fiza,Atmosphere
khara,khura,,,,khara,Saltish
sohna,,,,,sohna,Beautiful
Dhamaka,dhumaka,damaka,dhamakaa,dhmaka,Dhamaka,Explosion
Umray,Umrey,umry,,,Umray,Ages
kbootr,kabotar,kabutar,,,kabotar,Pigeon
naguzir,naguzre,naguzree,,,naguzir,Rare
uper,ooper,oper,upr,,oper,Above
shikaar,shikar,,,,shikaar,Prey
khushbo,khushboo,khoshbo,,,khushboo,Fragrance
jaoge,jaonge,jaungi,jaongi,,jaoge,Will go
chunti,chuunti,chnti,chonti,,chunti,Ant
maarey,Marey,,,,Marey,Dead
sarzameen,sarzamen,Sarzamin,Sarzamine,,sarzameen,Land
jalsay,Jalse,jalsy,,,jalsay,Gatherings
khasey,khaasay,khasay,khasai,khaasai,khasay,Particularly
khabar,khbar,khaber,khabr,khbr,khabar,News
farsh,farish,,,,farsh,Floor
toba,tobah,tobba,tobha,Tooba,toba,Repentance
bachain,bachaain,bachaye,bachayay,bachayein,bachain,Rescue
rupon,Rupo,,,,rupon,Behave
samajhte,samajhti,samjhte,smjhtii,,samajhti,Understands
salakhon,salakho,,,,salakhon,Bars (as in prison bars)
nibhane,Nibhany,nibhani,,,Nibhany,To fulfill
shadmani,shadmaani,,,,shadmani,Decency
adakaraon,adakaron,,,,adakaron,Actors
babarkat,babrkat,babarket,baberkt,babrkt,babarkat,Blessed
masqooq,mashkook,mashqooq,mashqoq,,mashqooq,Occupied
nezdiqe,nazdeeq,nazdeq,nazdek,nazdik,nezdiqe,Near
bachana,,,,,bachana,To save
Makhlooq,makhlooque,makhlook,,,Makhlooq,Creature
nakhray,nakhre,nakhiry,,,nakhre,Tantrums
jor,jour,,,,jour,Travel
koshihson,koshishon,kosish,,,koshishon,Efforts
tail,,,,,tail,Oil
banaaee,banae,Banai,banayi,bannai,banae,Made
afsoos,afsos,,,,afsoos,Regret
labaik,Labbak,labayk,labbaik,,labaik,Here I am (a religious term expressing readiness to serve)
shana,shanna,,,,shana,Clever
Waah,wah,wahh,wh,wahhh,wah,Wow
gunaho,gunahoo,gunahun,gunaahon,gunnaho,gunaho,Sins
karate,karaite,karati,karaati,karaate,karate,Doing
watan,watn,,,,watan,Homeland
mafad,mafaad,mufaad,mufad,mfaad,mafad,Benefits
marhom,marhoom,marhum,,,marhom,Deceased (respectful term)
Sahulatkaro,saholatkaro,saholatkaaro,,,Sahulatkaro,Benefactor
ya,Yaa,,,,ya,Or
gnti,ginti,ginte,,,ginti,Counting
thela,theela,,,,thela,Cart
seena,sena,,,,seena,Chest
ketabon,kitabo,kitaabo,ketaabo,kitaabon,kitabo,Books
Santos,Santosh,,,,Santos,Saint
Baharat,barat,bahrat,,,barat,Wedding procession
bari,baari,barii,baare,bare,bari,Big
haru,haaru,haroun,haaroun,haarun,haroun,Aaron (a name)
uthana,,,,,uthana,To lift
haseena,hasena,,,,haseena,Beautiful
Inqelabi,inqilabi,inqilabe,inqilage,inqlaabe,Inqelabi,Revolutionary
nigahon,nigaho,neghao,,,nigahon,Glances
jalega,jalegha,,,,jalega,Will burn
Khabro,khabron,khabroun,,,khabron,News
daman,damn,damen,daamen,,daman,"Skirt (or metaphorically, refuge)"
sunke,sunky,sunkay,,,sunky,Eavesdrop
jhelaa,jhela,jhaila,,,jhela,Bear (as in endure)
phaswa,,,,,phaswa,To be trapped
babluu,bablu,bablo,,,bablo,Bubble
shujaat,Shujat,,,,shujaat,Courage
fakeer,Faqeer,,,,Faqeer,Poor
waba,wabah,,,,waba,Epidemic
chachi,chache,,,,chachi,Aunt (father's sister)
sharam,sharm,shram,shrm,,sharam,Shame
pukara,pukra,,,,pukara,Called
jaib,jayb,jeab,jeb,,jaib,Pocket
inke,inki,enke,,,inke,Their
mang,maang,,,,mang,Demand
pohanchana,pohanchna,Pouchna,,,pohanchana,Reach
enhy,inhy,inhain,inhein,enhay,inhain,Them
shaguftagi,shagftagi,shaguftage,,,shaguftagi,Enthusiasm
lala,laala,,,,lala,Brother (informal term)
faaltu,falto,faltu,faalto,faltoo,faltu,Useless
Tasliyat,tassaliyat,,,,Tasliyat,Comfort
dhondne,dhondni,,,,dhondne,To search
Ahsaas,aehsaas,ahsas,ihsas,,ahsas,Feeling
lihaza,lehaza,lihaaza,lehaaza,,lihaza,Therefore
izzaten,izatain,izzatain,izatein,izaty,izatain,Honors
haraya,haraaya,harayaa,,,harati,Carts
kutay,kuttay,kuttey,Kutty,kuty,kuttay,Dogs
fauqiyat,foqiyat,fokeyat,,,fokeyat,Importance
baidaar,bedaar,bydaar,baedar,baidar,baidar,Alert
Choudhare,Choudhri,Chudhre,Chohdri,chodri,Chohdri,Title used for a landowner or village chief
jaanwron,janwaron,janweron,Janwaroo,,janwaron,Animals
doston,dosto,dostoun,,,dosto,Friends
nwaz,nawaz,,,,nawaz,Generous
lootoon,louton,lotoun,,,louton,Return
itahad,itehaad,itehad,itihaad,Ittehad,itehaad,Unity
aayat,ayet,ayat,,,ayat,Verses (typically referring to verses of the Quran)
Izafay,izafey,izafy,,,Izafay,Additions
Shahadaten,shahdatain,shahadatain,shahdaten,,Shahadaten,Testimonials
naqabil,nakabil,,,,naqabil,Incapable
kejeay,kejeye,,,,kejeay,Do
takhuwa,taqwa,takwa,takiwa,taqiwa,taqwa,Righteousness
tajaveez,tajaweez,tajavez,tajawez,,tajaweez,Suggestions
ghuzarain,ghuzaren,guzarien,guzaarien,guzaren,guzarien,Pass
samajhna,,,,,samajhna,To understand
randi,runde,rundi,,,randi,Prostitute
jhilmilate,jhelmilati,jhilmelate,jhilmelati,jhilmimate,jhelmilati,Confusing
Ghuman,gumaan,ghumaan,ghumann,Guman,Ghuman,Doubt
aakar,aaker,aakr,,,aakar,Size
karwaen,karwain,karwaiyan,karwayen,krwain,karwain,Let's do
shairana,shaerana,,,,shairana,Poetic
sotay,soty,,,,sotay,Sleeping
Iftakhar,Iftekhar,Iftikhar,iftikhaar,iftakhaar,Iftakhar,Pride
dahi,dahii,dahhii,dahee,,dahi,Yogurt
kholein,kholin,,,,kholein,Open
shifa,shiffa,,,,shifa,Healing
Sardi,surdi,,,,Sardi,Cold
kehlane,kehlaani,kehlani,kehlaane,,kehlane,Called
tareef,taref,tarif,tariff,,tareef,Appreciation
parti,,,,,parti,Party
barbadi,barbade,barbaadi,,,barbadi,Destruction
janaat,janat,jannat,jnnat,jnnet,jannat,Paradise
zimadar,Zimedar,zimmedaar,Zimmedar,zumedaar,zimadar,Responsible
shahkar,shahkaar,,,,shahkar,Masterpiece
hamlon,hamloun,humlon,hamlo,hamlun,hamloun,Attacks
ilaqae,ilaqey,elaikae,,,ilaqey,Local
Niaziyon,niyazo,niazayon,,,Niaziyon,Niazis (a surname)
gunjaish,gnjaish,gunjaiysh,,,gunjaish,Possibility
Ghaddari,ghadree,gaddari,gaddare,ghadari,gaddari,Betrayal
dakhli,dakhlii,dakhle,,,dakhli,Internal
karane,karani,karaane,karaani,krani,karani,To do
maslan,masln,,,,maslan,For example
chapatiyan,chupatiyan,,,,chapatiyan,Chapatis
apni,apne,,,,apni,Own
pemane,paimenay,,,,paimenay,Management
Jaha,jahan,jahn,jhan,,jahan,World
sahira,,,,,sahira,Dawn
awami,awame,,,,awami,Public
tanziya,tanzya,,,,tanziya,Critique
n,na,Naa,,,na,No
shumaar,shumar,,,,shumaar,Counting
taraveh,taraweh,,,,taraveh,Optional prayers during Ramadan
taari,taarri,tare,taare,,taari,Wet
hoja,,,,,hoja,Become
ghooma,ghuma,ghoma,,,ghuma,Rotation
pakhtuno,pakhtoono,pakhtunno,,,pakhtuno,Pashtuns
ulma,olma,,,,ulma,Scholars
sola,solaa,,,,sola,Sixteen
yateem,yatem,,,,yateem,Orphan
waisay,waisy,wsy,wasay,wasy,waisay,Anyway
kaan,kan,,,,kaan,Ear
Janbahaq,Janbhaq,janbahq,,,Janbahaq,Accurate
laany,lanay,lany,,,lanay,Bringing
usalon,asolan,asulan,,,usalon,Traditions
golokara,golukara,,,,golukara,singer
badnami,badnaami,badname,badnaame,,badnami,Infamy
zehanat,zihanat,zihaanat,,,zehanat,Intelligence
chillana,chilana,chilanaa,,,chilana,Scream
magaar,magar,mager,magr,mugr,magar,But
khushyo,khushyon,,,,khushyo,Pleasures
pila,,,,,pila,Yellow
jora,joura,,,,jora,Pair
numaindah,numaiynda,,,,numaiynda,Representative
kha,khaa,,,,kha,Eat
dard,drd,derd,durd,darrd,dard,Pain
Taziat,Taziyat,tazeat,,,Taziat,Condolences
madaad,madad,,,,madad,Help
khazanchi,khazanche,khazenchi,khazannchi,,khazanche,Treasures
janein,janey,jannay,Janney,janny,janein,Let's go
surron,,,,,surron,Praise
Jalal,jalaal,,,,Jalal,Glory
daru,daroo,daro,daruu,darru,daro,Fear
tinka,tinkaa,,,,tinka,Straw
shahzady,shahzaday,shahzadai,,,shahzady,Prince
sayasat,siyasat,siyasiyat,siysat,,siyasiyat,Politics
koma,komaa,,,,koma,Community
achanak,achanuk,achnk,achanek,achinik,achnk,Suddenly
peer,per,,,,per,Feather
jama,jamaa,Jamma,,,jama,Collection
